full_weight,recent240_weight,recent120_weight,recent60_weight,pair_weight,pair_recency_weight,pair_stability_weight,triple_weight,dormancy_weight,odd_bonus,sum_bonus,low_high_bonus,consecutive_penalty,overlap_limit,pool_size,target_sum_min,target_sum_max,max_consecutive_pairs,id,generation,score,parents
0.5269965403448965,0.15817505353679165,0.00951228194321925,0.3053161241750926,0.14063654546984258,0.10924541077140831,0.06939177590318747,0.03256872948013537,0.03857774735691831,0.28830234637985874,0.4113646396569459,0.2327146687119274,0.2860050464106088,4,18,106,172,2,breed_0010_4946,7,0.0,"['g001_0121_3591', 'g006_0036_6682']"
0.657977958914327,0.09994212170756193,0.131693600381797,0.11038631899631401,0.2186327009748141,0.041790977042914915,0.11827117903365564,0.06433323483337279,0.031532562957606404,0.23068543194978838,0.16063183212268725,0.3160105888036364,0.0823750183887907,3,17,95,185,3,breed_0011_7428,26,0.0,"['g001_0121_3591', 'g025_0043_5739']"
0.14942068101261852,0.4115268759855116,0.1860389136266901,0.2530135293751799,0.18825263112421023,0.07794604030535396,0.02254793435121437,0.06392823294068564,0.02302162118664541,0.3999830186192712,0.45314927853938314,0.17863475420983335,0.13654308481337712,6,22,105,186,4,breed_0012_5292,12,0.0,"['g001_0121_3591', 'g011_0072_6961']"
0.3657913681401827,0.2479211596643878,0.19711291400658276,0.18917455818884674,0.16770200540145302,0.06728308357734177,0.1157746013345553,0.08403693218495598,0.03652704210367716,0.1275069524622616,0.14628570823122067,0.13231509767743682,0.30075532564583696,4,14,91,189,1,breed_0013_7266,2,0.0,"['g000_0065_1528', 'g001_0095_2659']"
0.38709008921051064,0.2112934713062065,0.31677627376582124,0.08484016571746163,0.1329582343242901,0.16202594327776385,0.0669777376870929,0.1303894136278712,0.03586093521781043,0.27784288655110345,0.5284134949608519,0.1655510245820105,0.558519245380835,4,20,104,187,1,breed_0014_9868,4,0.0,"['g003_0140_7492', 'g000_0065_1528']"
0.33730931083315707,0.06255668158731213,0.5503980781008042,0.04973592947872666,0.195803978169711,0.08562434149976078,0.07034675762484209,0.09040988532118602,0.030894935618826266,0.18410039873947923,0.11884303107921698,0.33924744156601444,0.10464785343508402,3,22,89,187,2,breed_0015_5806,26,0.0,"['g001_0123_5401', 'g025_0043_5739']"
0.6144091631332654,0.06897954822187377,0.024299477909094543,0.2923118107357663,0.13738245166509175,0.20305687811928635,0.04730563712330545,0.016709272636055445,0.03502352152652958,0.31436852321412145,0.3642380662414932,0.49180187449578594,0.2660516479056888,4,22,77,172,2,breed_0016_9239,8,0.0,"['g006_0036_6682', 'g007_0157_9681']"
0.40925672549946396,0.3275861117470441,0.253986842799773,0.0091703199537191,0.20404893562467807,0.1859996154173056,0.08445128793179289,0.05302693032540148,0.03863078985544769,0.3191074510819017,0.16785717228512267,0.344997565581315,0.20358016086886863,3,23,86,195,0,breed_0017_7965,26,0.0,"['g025_0043_5739', 'g003_0174_4267']"
0.37748427180369837,0.23486488764503666,0.2657833377269896,0.12186750282427553,0.1483566100179825,0.1685262307076184,0.05702423769669694,0.01997814185288331,0.03584727331137701,0.39953054602971916,0.18169061287528376,0.3273495918061569,0.34601365980407434,6,23,104,179,3,breed_0018_9246,6,0.0,"['g003_0140_7492', 'g005_0026_7697']"
0.6094947238719713,0.10953999776311303,0.019948693549007662,0.2610165848159078,0.15033124193756034,0.10735658037218522,0.07085770330174916,0.07722309555395458,0.03166903768193522,0.2796470705104868,0.4590601670645814,0.20076135595517422,0.11797074405751998,4,23,86,174,2,breed_0019_8009,7,0.0,"['g001_0121_3591', 'g006_0036_6682']"
0.31200648883795834,0.13318659447377548,0.1787815212773972,0.376025395410869,0.16315262092346935,0.210556685692959,0.06153922097355224,0.07300071884156004,0.04579406065362883,0.43624244142679836,0.3011265136867859,0.5359472383145636,0.09944506884072216,4,21,89,171,2,breed_0020_5380,8,0.0,"['g001_0123_5401', 'g007_0157_9681']"
0.3292991153195486,0.1774133487744585,0.19217893560732113,0.3011086002986718,0.1614895727978534,0.053605886592381496,0.13036693105874383,0.08628036910587418,0.028971489288401826,0.26033764589392044,0.5691007936766126,0.14874621858472756,0.48394802690293054,4,17,90,169,2,breed_0021_3637,2,0.0,"['g001_0121_3591', 'g000_0065_1528']"
0.4620409650650767,0.19795798069403156,0.029026099149849573,0.31097495509104217,0.14138418252714663,0.046662252135990935,0.10717732024226213,0.06679392261614014,0.030081095674007203,0.28069734973236826,0.35727810817607053,0.1473360390066901,0.10780807848497505,5,16,105,171,3,breed_0022_4059,6,0.0,"['g001_0121_3591', 'g005_0026_7697']"
