numbers,structural_score,meta_ensemble_score,roi_score,final_score,sum,odd,low,consecutive,range,freq_full,freq_240,freq_120,freq_60,pair_score,bayes_score,zone_1_9,zone_10_18,zone_19_27,zone_28_37,mc_expected_payout,mc_expected_roi,mc_prob_1等,mc_prob_2等,mc_prob_3等,mc_prob_4等,mc_prob_5等,mc_prob_6等,mc_prob_外れ,ensemble_weight_structural
07 08 09 12 13 22 29,104.61664805,104.61664805,-6.28666667,202.94662944,100.0,4.0,5.0,3.0,22.0,163.21180138,112.3251533,83.28904831,55.67587722,86.90500573,1.53246608,3.0,2.0,1.0,1.0,111.4,-0.62866667,0.0,0.0,0.0,0.004,0.018,0.029,0.949,1.0
08 12 13 18 22 29 35,105.49672125,105.49672125,-8.1,202.8934425,137.0,3.0,4.0,1.0,27.0,159.87177926,108.97562311,80.08527809,53.09263926,82.30424705,1.48682292,1.0,3.0,1.0,2.0,57.0,-0.81,0.0,0.0,0.0,0.0,0.015,0.03,0.955,1.0
06 08 09 12 22 26 35,105.07002264,105.07002264,-7.25,202.89004527,118.0,2.0,4.0,1.0,29.0,161.36624047,112.7063687,85.48172309,58.98148499,91.55079054,1.43703039,3.0,1.0,2.0,1.0,82.5,-0.725,0.0,0.0,0.0,0.001,0.02,0.034,0.945,1.0
08 09 12 15 17 22 34,104.48296202,104.48296202,-6.07666667,202.88925737,117.0,3.0,5.0,1.0,26.0,162.95953816,111.41398405,82.01153896,54.34613332,83.52475698,1.51171919,2.0,3.0,1.0,1.0,117.7,-0.60766667,0.0,0.0,0.0,0.003,0.024,0.037,0.936,1.0
08 09 18 19 22 29 34,104.6887668,104.6887668,-6.49666667,202.88086694,139.0,3.0,3.0,2.0,26.0,160.0792034,107.8695692,78.06959653,50.50337523,82.24097137,1.51171919,2.0,1.0,2.0,2.0,105.1,-0.64966667,0.0,0.0,0.0,0.003,0.022,0.028,0.947,1.0
08 09 13 14 22 29 34,104.77791278,104.77791278,-6.71333333,202.84249223,129.0,3.0,4.0,2.0,26.0,158.92918658,107.11792271,77.8473384,51.14084432,84.64193694,1.50756981,2.0,2.0,1.0,2.0,98.6,-0.67133333,0.0,0.0,0.0,0.002,0.022,0.034,0.942,1.0
08 09 13 18 22 29 34,104.78954555,104.78954555,-6.82666667,202.75242444,133.0,3.0,4.0,1.0,26.0,160.08095642,107.59123345,77.78656959,50.5410546,83.49593798,1.51586857,2.0,2.0,1.0,2.0,95.2,-0.68266667,0.0,0.0,0.0,0.002,0.019,0.036,0.943,1.0
01 08 09 12 15 22 34,105.32680385,105.32680385,-7.90666667,202.74694102,101.0,3.0,5.0,1.0,33.0,163.5032673,112.17155475,82.94542293,53.78851619,88.65383316,1.50756981,3.0,2.0,1.0,1.0,62.8,-0.79066667,0.0,0.0,0.0,0.0,0.016,0.034,0.95,1.0
01 06 07 08 19 22 29,104.96021436,104.96021436,-7.21666667,202.70376206,92.0,4.0,4.0,2.0,28.0,155.97812426,107.68663201,80.55339678,55.47663933,81.79424012,1.44947852,4.0,0.0,2.0,1.0,83.5,-0.72166667,0.0,0.0,0.0,0.001,0.025,0.026,0.948,1.0
07 09 12 18 22 34 36,104.76463916,104.76463916,-6.82666667,202.70261165,138.0,2.0,4.0,0.0,29.0,164.28204254,112.96696494,82.94634187,53.71873687,88.6850518,1.52001794,2.0,2.0,1.0,2.0,95.2,-0.68266667,0.0,0.0,0.0,0.002,0.024,0.027,0.947,1.0
07 09 15 18 22 29 36,105.1301078,105.1301078,-7.56666667,202.69354893,136.0,4.0,4.0,0.0,29.0,159.26767718,107.91838948,78.65577431,51.70459983,83.28542232,1.50756981,2.0,2.0,1.0,2.0,73.0,-0.75666667,0.0,0.0,0.0,0.0,0.025,0.028,0.947,1.0
01 06 07 08 22 33 36,104.74366889,104.74366889,-6.84,202.64733777,113.0,3.0,4.0,2.0,35.0,154.43102234,107.96565989,81.7610089,57.3305603,80.02672595,1.41213413,4.0,0.0,1.0,2.0,94.8,-0.684,0.0,0.0,0.0,0.002,0.021,0.032,0.945,1.0
01 08 09 13 22 29 34,105.01275606,105.01275606,-7.38333333,202.64217879,116.0,4.0,4.0,1.0,33.0,159.64864199,108.08552481,78.95221111,51.76145103,81.93852685,1.50342043,3.0,1.0,1.0,2.0,78.5,-0.73833333,0.0,0.0,0.0,0.001,0.02,0.03,0.949,1.0
07 09 12 15 18 22 34,105.36606363,105.36606363,-8.13333333,202.59879393,117.0,3.0,5.0,0.0,27.0,163.99417844,111.83941748,81.64346562,52.34176469,92.03036251,1.52416732,2.0,3.0,1.0,1.0,56.0,-0.81333333,0.0,0.0,0.0,0.0,0.02,0.02,0.96,1.0
01 08 09 12 22 34 36,104.80396186,104.80396186,-7.02333333,202.58459039,122.0,2.0,4.0,1.0,35.0,163.79113141,113.29910221,84.24829918,55.16548838,85.96337652,1.50342043,3.0,1.0,1.0,2.0,89.3,-0.70233333,0.0,0.0,0.0,0.001,0.021,0.039,0.939,1.0
09 12 13 19 22 26 34,105.13710291,105.13710291,-7.7,202.57420582,135.0,3.0,3.0,1.0,25.0,159.83567168,108.63057836,79.37432223,52.31469248,80.729318,1.49927106,1.0,2.0,3.0,1.0,69.0,-0.77,0.0,0.0,0.0,0.0,0.02,0.033,0.947,1.0
07 12 13 15 22 34 36,104.816884,104.816884,-7.10666667,202.52710132,139.0,3.0,4.0,1.0,29.0,158.40653172,107.67677314,78.52629543,51.18869213,82.30818515,1.50756981,1.0,3.0,1.0,2.0,86.8,-0.71066667,0.0,0.0,0.0,0.002,0.016,0.033,0.949,1.0
08 09 13 14 20 22 29,104.72450885,104.72450885,-6.95666667,202.49235102,115.0,3.0,4.0,2.0,21.0,156.64906304,106.47106176,78.16099312,52.78240331,87.68765558,1.47437479,2.0,2.0,2.0,1.0,91.3,-0.69566667,0.0,0.0,0.0,0.001,0.026,0.032,0.941,1.0
07 09 13 22 29 34 36,104.89217951,104.89217951,-7.35333333,202.43102568,150.0,4.0,3.0,0.0,29.0,159.01826767,107.62006388,78.11402676,51.20408028,82.50391231,1.51586857,2.0,1.0,1.0,3.0,79.4,-0.73533333,0.0,0.0,0.0,0.002,0.013,0.031,0.954,1.0
08 12 15 19 22 29 34,104.61386971,104.61386971,-6.82333333,202.40440609,139.0,3.0,3.0,0.0,26.0,160.00055383,108.18902673,78.63343463,50.31410013,79.40052527,1.51586857,1.0,2.0,2.0,2.0,95.3,-0.68233333,0.0,0.0,0.0,0.001,0.031,0.027,0.941,1.0
07 09 13 18 22 29 34,104.70628028,104.70628028,-7.03333333,202.37922723,132.0,4.0,4.0,0.0,27.0,160.13955313,107.75338753,77.6502538,50.31469953,82.4339265,1.52001794,2.0,2.0,1.0,2.0,89.0,-0.70333333,0.0,0.0,0.0,0.0,0.025,0.044,0.931,1.0
07 09 12 13 14 18 22,104.53424046,104.53424046,-6.70666667,202.36181425,95.0,3.0,6.0,2.0,15.0,161.92206508,111.26685083,82.08409471,55.0749771,83.58427036,1.50756981,2.0,4.0,1.0,0.0,98.8,-0.67066667,0.0,0.0,0.0,0.002,0.026,0.027,0.945,1.0
01 06 07 08 22 29 33,105.20582713,105.20582713,-8.07333333,202.33832092,106.0,4.0,4.0,2.0,32.0,156.08539418,108.36173181,81.44880537,56.26729259,82.7091799,1.42873164,4.0,0.0,1.0,2.0,57.8,-0.80733333,0.0,0.0,0.0,0.0,0.016,0.029,0.955,1.0
01 07 08 09 14 22 29,104.60770386,104.60770386,-6.88666667,202.32874106,90.0,4.0,5.0,2.0,28.0,159.81890802,109.65580832,81.37166796,54.49757343,92.07405463,1.49512168,4.0,1.0,1.0,1.0,93.4,-0.68866667,0.0,0.0,0.0,0.002,0.018,0.036,0.944,1.0
07 12 22 29 33 34 36,103.82452034,103.82452034,-5.32666667,202.32237401,173.0,3.0,2.0,1.0,29.0,160.45428457,110.15382808,80.69540368,52.2553705,89.65587287,1.49512168,1.0,1.0,1.0,4.0,140.2,-0.53266667,0.0,0.0,0.0,0.004,0.029,0.038,0.929,1.0
07 09 15 20 22 29 34,104.57948375,104.57948375,-6.84666667,202.31230083,136.0,4.0,3.0,0.0,27.0,158.77977312,107.20578248,77.58404824,49.82283582,87.62521125,1.49512168,2.0,1.0,2.0,2.0,94.6,-0.68466667,0.0,0.0,0.0,0.002,0.017,0.039,0.942,1.0
07 08 12 15 19 22 33,104.73475609,104.73475609,-7.16666667,202.30284552,116.0,4.0,4.0,1.0,26.0,156.90696806,108.00398452,80.1788949,54.03501394,77.59625085,1.47852417,2.0,2.0,2.0,1.0,85.0,-0.71666667,0.0,0.0,0.0,0.002,0.02,0.024,0.954,1.0
08 09 14 15 19 22 29,104.33058004,104.33058004,-6.38333333,202.27782674,116.0,4.0,4.0,2.0,21.0,157.18281698,106.23492219,77.75206595,51.93254464,83.70742101,1.49512168,2.0,2.0,2.0,1.0,108.5,-0.63833333,0.0,0.0,0.0,0.003,0.02,0.035,0.942,1.0
01 06 07 08 19 22 36,104.6875457,104.6875457,-7.12666667,202.24842473,99.0,3.0,4.0,2.0,35.0,154.32375241,107.29056009,80.86560031,56.53990703,80.69086596,1.43288101,4.0,0.0,2.0,1.0,86.2,-0.71266667,0.0,0.0,0.0,0.002,0.019,0.027,0.952,1.0
07 09 12 13 15 18 22,104.50859131,104.50859131,-6.77,202.24718262,96.0,4.0,6.0,1.0,15.0,161.66468536,110.47929045,81.1842226,53.98759595,87.31518787,1.51586857,2.0,4.0,1.0,0.0,96.9,-0.677,0.0,0.0,0.0,0.001,0.028,0.034,0.937,1.0
01 06 07 08 22 33 35,105.24374829,105.24374829,-8.24666667,202.24082992,112.0,4.0,4.0,2.0,34.0,154.34809765,107.8035097,81.73219913,57.37747675,87.97150814,1.39138724,4.0,0.0,1.0,2.0,52.6,-0.82466667,0.0,0.0,0.0,0.0,0.012,0.031,0.957,1.0
07 09 12 13 18 22 26,104.56750929,104.56750929,-6.91,202.22501858,107.0,3.0,5.0,1.0,19.0,161.15946057,110.39583687,81.44998333,54.48870454,88.6658723,1.50342043,2.0,3.0,2.0,0.0,92.7,-0.691,0.0,0.0,0.0,0.001,0.024,0.037,0.938,1.0
01 09 12 15 18 22 34,104.86808255,104.86808255,-7.55,202.18616509,111.0,3.0,5.0,0.0,33.0,163.89838722,111.8493113,81.83126995,52.4139394,90.80617248,1.50342043,2.0,3.0,1.0,1.0,73.5,-0.755,0.0,0.0,0.0,0.001,0.015,0.034,0.95,1.0
01 06 07 08 19 22 35,105.12876815,105.12876815,-8.09333333,202.16420296,98.0,4.0,4.0,2.0,34.0,154.24082773,107.1284099,80.83679054,56.58682348,88.14517352,1.41213413,4.0,0.0,2.0,1.0,57.2,-0.80933333,0.0,0.0,0.0,0.0,0.014,0.032,0.954,1.0
09 12 13 15 18 22 29,103.98149531,103.98149531,-5.83333333,202.12965729,118.0,4.0,5.0,1.0,20.0,162.53429494,110.25764119,80.35795484,52.66548729,86.61783317,1.52001794,1.0,4.0,1.0,1.0,125.0,-0.58333333,0.0,0.0,0.0,0.002,0.035,0.037,0.926,1.0
07 08 09 14 22 31 34,104.82197994,104.82197994,-7.53333333,202.11062655,125.0,3.0,4.0,2.0,27.0,157.12291578,106.89053986,78.85155715,52.06550569,85.99903042,1.48267354,3.0,1.0,1.0,2.0,74.0,-0.75333333,0.0,0.0,0.0,0.0,0.03,0.02,0.95,1.0
07 12 13 15 22 26 29,104.54559668,104.54559668,-6.99,202.10119337,124.0,4.0,4.0,1.0,22.0,157.81106221,106.82805521,78.10155324,51.45591271,82.94669477,1.50342043,1.0,3.0,2.0,1.0,90.3,-0.699,0.0,0.0,0.0,0.001,0.021,0.04,0.938,1.0
01 07 08 12 14 22 29,105.01151477,105.01151477,-8.02666667,201.99636288,93.0,3.0,5.0,1.0,28.0,161.14940802,111.23613697,82.77460935,54.79588976,88.03524279,1.49927106,3.0,2.0,1.0,1.0,59.2,-0.80266667,0.0,0.0,0.0,0.0,0.019,0.025,0.956,1.0
09 14 15 18 22 29 34,104.07031562,104.07031562,-6.16666667,201.97396457,141.0,3.0,4.0,1.0,25.0,159.90918301,106.99447001,76.81412905,48.94981596,85.49828338,1.50342043,1.0,3.0,1.0,2.0,115.0,-0.61666667,0.0,0.0,0.0,0.002,0.025,0.045,0.928,1.0
07 09 12 13 15 22 36,104.44916046,104.44916046,-6.97666667,201.92165425,114.0,4.0,5.0,1.0,29.0,160.54339989,110.3459668,81.64799556,54.87697671,85.34075638,1.51171919,2.0,3.0,1.0,1.0,90.7,-0.69766667,0.0,0.0,0.0,0.001,0.024,0.035,0.94,1.0
07 12 13 15 22 26 34,104.39871084,104.39871084,-6.89666667,201.90075502,129.0,3.0,4.0,1.0,27.0,157.61344283,106.46577209,77.48917989,50.31282854,86.34988362,1.49927106,1.0,3.0,2.0,1.0,93.1,-0.68966667,0.0,0.0,0.0,0.003,0.017,0.025,0.955,1.0
07 08 09 12 13 18 22,104.28802102,104.28802102,-6.82,201.75604205,89.0,3.0,6.0,3.0,15.0,162.678715,112.06240503,83.13747888,55.84976417,86.81448623,1.52001794,3.0,3.0,1.0,0.0,95.4,-0.682,0.0,0.0,0.0,0.002,0.023,0.029,0.946,1.0
12 15 17 18 22 34 35,104.50334759,104.50334759,-7.27,201.73669517,153.0,3.0,4.0,2.0,23.0,159.67811275,108.22660795,78.67145296,51.53654027,83.89180052,1.47022541,0.0,4.0,1.0,2.0,81.9,-0.727,0.0,0.0,0.0,0.001,0.023,0.028,0.948,1.0
09 12 13 17 18 22 29,104.53624538,104.53624538,-7.33666667,201.73582409,120.0,4.0,5.0,2.0,20.0,162.96740094,111.25523297,81.4288157,54.93109227,84.53859161,1.51171919,1.0,4.0,1.0,1.0,79.9,-0.73366667,0.0,0.0,0.0,0.001,0.023,0.026,0.95,1.0
12 13 18 19 22 29 36,104.23638397,104.23638397,-6.74333333,201.72943461,149.0,3.0,3.0,2.0,24.0,158.35404477,107.63420373,78.36291489,51.96232679,77.99348213,1.49927106,0.0,3.0,2.0,2.0,97.7,-0.67433333,0.0,0.0,0.0,0.001,0.029,0.033,0.937,1.0
07 09 12 15 18 22 33,104.65109977,104.65109977,-7.58,201.72219955,116.0,4.0,5.0,0.0,26.0,161.77020226,111.432726,82.36265813,54.74056984,86.95578142,1.4909723,2.0,3.0,1.0,1.0,72.6,-0.758,0.0,0.0,0.0,0.002,0.017,0.017,0.964,1.0
12 17 18 19 22 29 34,104.76180075,104.76180075,-7.80333333,201.72026817,151.0,3.0,3.0,2.0,22.0,160.82877975,108.86437506,78.5901425,51.20512832,79.90614199,1.50342043,0.0,3.0,2.0,2.0,65.9,-0.78033333,0.0,0.0,0.0,0.001,0.018,0.021,0.96,1.0
08 09 12 13 15 18 22,104.18788648,104.18788648,-6.67,201.70577296,97.0,3.0,6.0,2.0,14.0,161.60608865,110.31713637,81.32053839,54.21395103,85.01078183,1.51171919,2.0,4.0,1.0,0.0,99.9,-0.667,0.0,0.0,0.0,0.001,0.033,0.028,0.938,1.0
01 08 09 12 29 34 36,104.40647103,104.40647103,-7.15,201.66294205,129.0,3.0,4.0,1.0,35.0,159.24456233,108.26932776,78.85260895,49.09886199,82.53150747,1.49512168,3.0,1.0,0.0,3.0,85.5,-0.715,0.0,0.0,0.0,0.001,0.025,0.028,0.946,1.0
07 08 09 15 22 26 34,104.32513182,104.32513182,-7.07,201.58026365,121.0,3.0,4.0,2.0,27.0,157.88184899,106.66734876,78.12043841,51.06022885,82.75598463,1.49927106,3.0,1.0,2.0,1.0,87.9,-0.707,0.0,0.0,0.0,0.001,0.023,0.034,0.942,1.0
07 09 12 13 14 22 34,104.61514061,104.61514061,-7.68333333,201.54694789,111.0,3.0,5.0,2.0,27.0,162.25753209,111.16731598,81.6232908,53.75800598,86.23763674,1.51586857,2.0,3.0,1.0,1.0,69.5,-0.76833333,0.0,0.0,0.0,0.001,0.02,0.021,0.958,1.0
07 08 09 18 19 22 36,104.20758334,104.20758334,-6.89333333,201.52183335,119.0,3.0,4.0,3.0,29.0,157.75284134,108.05742966,79.82044116,54.03183576,83.57762442,1.49512168,3.0,1.0,2.0,1.0,93.2,-0.68933333,0.0,0.0,0.0,0.002,0.019,0.034,0.945,1.0
07 09 13 14 22 29 34,104.54795156,104.54795156,-7.63,201.46590311,128.0,4.0,4.0,1.0,27.0,158.98778329,107.28007679,77.71102261,50.91448924,82.35745912,1.51171919,2.0,2.0,1.0,2.0,71.1,-0.763,0.0,0.0,0.0,0.001,0.022,0.019,0.958,1.0
01 06 07 08 22 26 29,104.44381548,104.44381548,-7.59666667,201.29096429,99.0,3.0,4.0,2.0,28.0,156.05952901,107.52363343,80.6170742,55.19897572,79.54373372,1.44117977,4.0,0.0,2.0,1.0,72.1,-0.75966667,0.0,0.0,0.0,0.001,0.017,0.029,0.953,1.0
09 12 14 18 22 29 34,104.06723085,104.06723085,-6.85333333,201.28112837,138.0,2.0,4.0,0.0,25.0,165.12116776,112.40532859,81.71706997,52.10703717,89.29054091,1.52001794,1.0,3.0,1.0,2.0,94.4,-0.68533333,0.0,0.0,0.0,0.002,0.023,0.028,0.947,1.0
01 06 07 09 13 19 34,92.80552754,92.80552754,15.65333333,201.26438841,89.0,5.0,5.0,1.0,33.0,151.57427844,102.81957966,75.02046008,49.76641253,72.78845685,1.43288101,4.0,1.0,1.0,1.0,769.6,1.56533333,0.0,0.0,0.001,0.0,0.022,0.03,0.947,1.0
08 09 12 13 15 22 34,103.67213634,103.67213634,-6.1,201.24427269,113.0,3.0,5.0,2.0,26.0,161.94155565,110.21760152,80.85973448,52.89697991,82.69206246,1.52001794,2.0,3.0,1.0,1.0,117.0,-0.61,0.0,0.0,0.0,0.002,0.03,0.038,0.93,1.0
09 12 14 15 18 22 29,104.39031784,104.39031784,-7.56333333,201.21730235,119.0,3.0,5.0,1.0,20.0,163.37655118,111.24399232,81.33877058,52.93641686,86.85799982,1.51171919,1.0,4.0,1.0,1.0,73.1,-0.75633333,0.0,0.0,0.0,0.001,0.017,0.03,0.952,1.0
01 07 08 12 17 18 22,104.36531425,104.36531425,-7.52,201.2106285,85.0,3.0,6.0,2.0,21.0,160.79204791,111.1834201,82.79402866,56.14800054,82.54077918,1.48682292,3.0,3.0,1.0,0.0,74.4,-0.752,0.0,0.0,0.0,0.0,0.023,0.033,0.944,1.0
07 09 14 19 22 29 34,103.95005896,103.95005896,-6.69333333,201.20678459,134.0,4.0,3.0,0.0,27.0,158.98603027,107.55841254,77.99404955,50.87680987,76.95987711,1.50756981,2.0,1.0,2.0,2.0,99.2,-0.66933333,0.0,0.0,0.0,0.002,0.019,0.04,0.939,1.0
01 06 07 08 22 26 35,104.39416533,104.39416533,-7.59,201.19833066,105.0,3.0,4.0,2.0,34.0,154.32223248,106.96541132,80.90046796,56.30915987,84.07630101,1.40383537,4.0,0.0,2.0,1.0,72.3,-0.759,0.0,0.0,0.0,0.001,0.021,0.022,0.956,1.0
01 06 07 08 20 22 35,104.68262313,104.68262313,-8.17666667,201.1885796,99.0,3.0,4.0,2.0,34.0,154.2919503,107.56334022,81.32666134,56.62023058,85.90276557,1.39138724,4.0,0.0,2.0,1.0,54.7,-0.81766667,0.0,0.0,0.0,0.001,0.014,0.017,0.968,1.0
07 09 13 20 22 29 34,104.29719232,104.29719232,-7.41666667,201.17771797,134.0,4.0,3.0,0.0,27.0,158.1948966,107.00699173,77.50310461,50.6392874,84.49480998,1.49512168,2.0,1.0,2.0,2.0,77.5,-0.74166667,0.0,0.0,0.0,0.001,0.02,0.029,0.95,1.0
07 08 09 12 26 29 34,104.01364209,104.01364209,-6.88666667,201.14061751,125.0,3.0,4.0,2.0,27.0,158.54726466,107.04843289,77.62768909,48.15082368,83.8587554,1.50756981,3.0,1.0,1.0,2.0,93.4,-0.68866667,0.0,0.0,0.0,0.002,0.023,0.027,0.948,1.0
07 12 13 22 26 34 35,104.67595045,104.67595045,-8.22,201.13190089,149.0,3.0,3.0,2.0,28.0,157.81838225,107.43116937,78.76324639,51.73671717,85.77089399,1.47437479,1.0,2.0,2.0,2.0,53.4,-0.822,0.0,0.0,0.0,0.0,0.013,0.03,0.957,1.0
07 09 14 17 19 29 32,92.50436034,92.50436034,16.09333333,201.10205402,127.0,5.0,4.0,0.0,25.0,148.36152575,98.36457802,70.31747352,46.22188203,68.19073433,1.44532915,2.0,2.0,1.0,2.0,782.8,1.60933333,0.0,0.0,0.001,0.0,0.026,0.036,0.937,1.0
09 12 22 29 31 34 36,104.23986943,104.23986943,-7.43333333,201.04640553,173.0,3.0,2.0,0.0,27.0,162.22096484,110.83662169,81.37797818,52.32804107,88.76835496,1.50342043,1.0,1.0,1.0,4.0,77.0,-0.74333333,0.0,0.0,0.0,0.002,0.01,0.034,0.954,1.0
07 08 15 18 22 29 34,103.72914321,103.72914321,-6.43,201.02828643,133.0,3.0,4.0,1.0,27.0,157.85697455,105.70476293,76.18445419,48.50151128,86.01794096,1.51171919,2.0,2.0,1.0,2.0,107.1,-0.643,0.0,0.0,0.0,0.003,0.022,0.03,0.945,1.0
07 09 14 18 19 22 29,104.20864828,104.20864828,-7.42333333,200.99396324,118.0,4.0,4.0,1.0,22.0,158.65056326,107.65794739,78.45485346,52.19378099,77.13558973,1.49927106,2.0,2.0,2.0,1.0,77.3,-0.74233333,0.0,0.0,0.0,0.001,0.021,0.027,0.951,1.0
01 07 08 12 15 22 34,103.71371095,103.71371095,-6.46666667,200.96075523,99.0,3.0,5.0,1.0,33.0,160.69440892,110.08629347,81.2623639,52.56542444,85.79210884,1.50342043,3.0,2.0,1.0,1.0,106.0,-0.64666667,0.0,0.0,0.0,0.002,0.03,0.027,0.941,1.0
09 12 18 22 29 34 36,104.28636868,104.28636868,-7.62,200.95273737,160.0,2.0,3.0,0.0,27.0,165.15165213,112.74531568,82.12007412,52.39662821,88.39457646,1.52416732,1.0,2.0,1.0,3.0,71.4,-0.762,0.0,0.0,0.0,0.0,0.023,0.03,0.947,1.0
07 09 12 15 29 34 36,103.5691618,103.5691618,-6.19333333,200.94499028,142.0,4.0,4.0,0.0,29.0,158.3263239,106.67631937,76.71154835,47.16451906,83.79089418,1.51171919,2.0,2.0,0.0,3.0,114.2,-0.61933333,0.0,0.0,0.0,0.004,0.019,0.03,0.947,1.0
08 09 12 15 18 19 22,104.20592163,104.20592163,-7.50333333,200.90850992,103.0,3.0,5.0,2.0,14.0,161.60433562,110.59547212,81.60356533,54.17627165,84.74593104,1.50756981,2.0,3.0,2.0,0.0,74.9,-0.75033333,0.0,0.0,0.0,0.001,0.023,0.021,0.955,1.0
01 07 08 18 19 22 29,104.15065332,104.15065332,-7.42666667,200.87463997,104.0,4.0,4.0,2.0,28.0,156.50256358,106.37813413,78.01298293,51.81765102,82.94071164,1.48682292,3.0,1.0,2.0,1.0,77.2,-0.74266667,0.0,0.0,0.0,0.0,0.024,0.034,0.942,1.0
01 06 07 09 14 22 29,104.1187449,104.1187449,-7.39666667,200.84082313,88.0,4.0,5.0,1.0,28.0,159.68958862,110.64206275,82.79792882,56.78198495,86.08159982,1.4536279,4.0,1.0,1.0,1.0,78.1,-0.73966667,0.0,0.0,0.0,0.001,0.022,0.026,0.951,1.0
07 09 12 18 26 29 34,103.41738118,103.41738118,-5.99666667,200.8380957,135.0,3.0,4.0,0.0,27.0,158.94238458,106.72618944,76.51353611,46.77624689,84.86493131,1.50342043,2.0,2.0,1.0,2.0,120.1,-0.59966667,0.0,0.0,0.0,0.003,0.027,0.034,0.936,1.0
01 08 14 18 19 22 29,103.75918797,103.75918797,-6.84333333,200.67504261,111.0,3.0,4.0,1.0,28.0,155.68731695,105.42042585,77.09591455,51.26921903,87.26459017,1.47022541,2.0,2.0,2.0,1.0,94.7,-0.68433333,0.0,0.0,0.0,0.003,0.019,0.023,0.955,1.0
01 06 07 08 20 22 33,104.1280003,104.1280003,-7.60333333,200.65266727,97.0,3.0,4.0,2.0,32.0,153.60765127,107.35258774,81.15008674,56.76576741,81.84527868,1.39138724,4.0,0.0,2.0,1.0,71.9,-0.76033333,0.0,0.0,0.0,0.001,0.013,0.036,0.95,1.0
08 09 12 18 19 29 36,103.27853532,103.27853532,-5.96,200.59707065,131.0,3.0,4.0,2.0,28.0,157.34563065,106.69324514,77.51075135,49.48661745,78.56482631,1.49512168,2.0,2.0,1.0,2.0,121.2,-0.596,0.0,0.0,0.0,0.004,0.024,0.028,0.944,1.0
01 06 07 08 19 22 34,104.2955553,104.2955553,-8.03666667,200.55444393,97.0,3.0,4.0,2.0,33.0,155.78050488,107.32434889,79.94102343,54.33355516,80.88265212,1.44532915,4.0,0.0,2.0,1.0,58.9,-0.80366667,0.0,0.0,0.0,0.001,0.013,0.023,0.963,1.0
09 12 13 15 18 22 36,103.38776833,103.38776833,-6.22333333,200.55220332,125.0,3.0,5.0,1.0,27.0,160.8799231,109.86156927,80.67015837,53.728755,82.838973,1.50342043,1.0,4.0,1.0,1.0,113.3,-0.62233333,0.0,0.0,0.0,0.003,0.026,0.029,0.942,1.0
07 09 12 17 26 29 34,103.42138292,103.42138292,-6.29666667,200.54609917,134.0,4.0,4.0,0.0,27.0,157.96634101,106.4629101,76.74529367,48.55426045,83.38371945,1.49512168,2.0,2.0,1.0,2.0,111.1,-0.62966667,0.0,0.0,0.0,0.003,0.027,0.025,0.945,1.0
01 06 07 08 22 34 35,103.59098152,103.59098152,-6.64333333,200.53862971,113.0,3.0,4.0,3.0,34.0,156.57207384,108.21020117,81.01300662,54.97867159,85.81500069,1.42458226,4.0,0.0,1.0,2.0,100.7,-0.66433333,0.0,0.0,0.0,0.003,0.024,0.02,0.953,1.0
07 08 15 18 22 29 36,103.55109304,103.55109304,-6.63333333,200.46885274,135.0,3.0,4.0,1.0,29.0,156.40022208,105.67097412,77.10903107,50.70786316,81.0758167,1.49927106,2.0,2.0,1.0,2.0,101.0,-0.66333333,0.0,0.0,0.0,0.002,0.025,0.031,0.942,1.0
07 08 09 14 18 22 29,104.02018583,104.02018583,-7.6,200.44037167,107.0,3.0,5.0,2.0,22.0,160.25122245,109.16151697,80.20602644,53.27717701,90.59556978,1.50756981,3.0,2.0,1.0,1.0,72.0,-0.76,0.0,0.0,0.0,0.0,0.02,0.036,0.944,1.0
05 09 12 19 33 36 37,91.98245021,91.98245021,16.45666667,200.42156708,151.0,5.0,3.0,1.0,32.0,145.67136792,99.05112324,72.54706006,47.87529651,64.00083604,1.39138724,2.0,1.0,1.0,3.0,793.7,1.64566667,0.0,0.0,0.001,0.003,0.014,0.031,0.951,1.0
07 08 12 18 22 29 34,103.62291722,103.62291722,-6.84,200.40583445,130.0,2.0,4.0,1.0,27.0,163.06895929,111.11562151,81.08739511,51.6587325,88.95068834,1.5283167,2.0,2.0,1.0,2.0,94.8,-0.684,0.0,0.0,0.0,0.002,0.021,0.032,0.945,1.0
12 15 18 19 22 29 36,104.17737864,104.17737864,-7.96,200.39475728,151.0,3.0,3.0,1.0,24.0,158.93892128,107.83299448,78.44385852,51.14587521,78.27974366,1.49927106,0.0,3.0,2.0,2.0,61.2,-0.796,0.0,0.0,0.0,0.0,0.019,0.027,0.954,1.0
01 06 07 08 09 22 36,103.68053777,103.68053777,-6.96666667,200.39440887,89.0,3.0,5.0,3.0,35.0,158.79186669,111.04154502,84.16351652,58.62003972,88.88078295,1.44947852,5.0,0.0,1.0,1.0,91.0,-0.69666667,0.0,0.0,0.0,0.0,0.03,0.037,0.933,1.0
07 08 09 12 13 22 34,103.77588481,103.77588481,-7.16666667,200.38510295,105.0,3.0,5.0,3.0,27.0,163.01418201,111.96287018,82.67667496,54.53279305,84.52588288,1.5283167,3.0,2.0,1.0,1.0,85.0,-0.71666667,0.0,0.0,0.0,0.002,0.02,0.024,0.954,1.0
