numbers,structural_score,meta_ensemble_score,roi_score,final_score,sum,odd,low,consecutive,range,freq_full,freq_240,freq_120,freq_60,pair_score,bayes_score,zone_1_9,zone_10_18,zone_19_27,zone_28_37,mc_expected_payout,mc_expected_roi,mc_prob_1等,mc_prob_2等,mc_prob_3等,mc_prob_4等,mc_prob_5等,mc_prob_6等,mc_prob_外れ,ensemble_weight_structural
07 09 12 15 26 29 34,102.91053955,102.91053955,-7.43,198.3910791,132.0,4.0,4.0,0.0,27.0,157.53323501,105.46531832,75.67443281,46.28865546,85.82885012,1.50342043,2.0,2.0,1.0,2.0,77.1,-0.743,0.0,0.0,0.0,0.001,0.022,0.025,0.952,1.0
01 06 07 09 13 22 36,103.27627954,103.27627954,-8.17333333,198.37922574,94.0,4.0,5.0,1.0,35.0,157.19296053,109.2596397,82.12931661,57.57432308,83.39660762,1.44532915,4.0,1.0,1.0,1.0,54.8,-0.81733333,0.0,0.0,0.0,0.0,0.021,0.017,0.962,1.0
01 06 07 08 14 22 29,102.80999677,102.80999677,-7.24333333,198.37666021,87.0,3.0,5.0,2.0,28.0,156.82213352,108.39464739,81.25118558,55.78524827,86.12421616,1.44532915,4.0,1.0,1.0,1.0,82.7,-0.72433333,0.0,0.0,0.0,0.001,0.019,0.036,0.944,1.0
08 09 12 14 18 22 29,102.46495858,102.46495858,-6.59666667,198.33325049,112.0,2.0,5.0,1.0,21.0,164.39058083,112.82710689,83.29202686,54.79858508,92.98405674,1.51586857,2.0,3.0,1.0,1.0,102.1,-0.65966667,0.0,0.0,0.0,0.001,0.027,0.041,0.931,1.0
01 06 07 09 12 17 36,102.45443879,102.45443879,-6.59,198.31887757,88.0,4.0,6.0,1.0,35.0,156.93412276,109.31348697,81.79769905,55.80036684,82.15790532,1.43288101,4.0,2.0,0.0,1.0,102.3,-0.659,0.0,0.0,0.0,0.001,0.026,0.043,0.93,1.0
09 14 15 22 29 31 34,102.90997459,102.90997459,-7.52,198.29994918,154.0,4.0,3.0,1.0,25.0,156.97849572,105.08577603,76.07203311,48.88122881,84.92338038,1.48267354,1.0,2.0,1.0,3.0,74.4,-0.752,0.0,0.0,0.0,0.0,0.028,0.024,0.948,1.0
01 06 07 09 12 29 36,102.8701032,102.8701032,-7.51,198.23020641,100.0,4.0,5.0,1.0,35.0,158.44325271,109.83951458,81.71751093,53.84846633,84.48829604,1.4536279,4.0,1.0,0.0,2.0,74.7,-0.751,0.0,0.0,0.0,0.001,0.019,0.028,0.952,1.0
01 07 10 11 33 35 36,91.01308076,91.01308076,16.14333333,198.16949484,133.0,5.0,4.0,2.0,35.0,143.71841278,97.62532092,71.79668192,47.55377908,71.36577293,1.32914657,2.0,2.0,0.0,3.0,784.3,1.61433333,0.0,0.0,0.001,0.003,0.011,0.027,0.958,1.0
07 08 09 12 18 22 34,102.53352244,102.53352244,-6.95,198.11704489,110.0,2.0,5.0,2.0,27.0,165.00820809,113.42253205,83.5967219,54.20393291,90.59657006,1.5283167,3.0,2.0,1.0,1.0,91.5,-0.695,0.0,0.0,0.0,0.003,0.015,0.027,0.955,1.0
01 06 07 09 13 22 34,102.9395006,102.9395006,-7.77333333,198.10566786,92.0,4.0,5.0,1.0,33.0,158.649713,109.2934285,81.20473974,55.3679712,84.04848926,1.45777728,4.0,1.0,1.0,1.0,66.8,-0.77733333,0.0,0.0,0.0,0.0,0.021,0.029,0.95,1.0
01 06 07 09 14 22 26,102.96917616,102.96917616,-7.84,198.09835232,85.0,3.0,5.0,1.0,25.0,157.24212788,109.03498978,82.07301682,56.96938906,85.19719979,1.42873164,4.0,1.0,2.0,0.0,64.8,-0.784,0.0,0.0,0.0,0.0,0.021,0.027,0.952,1.0
07 08 09 12 14 18 22,102.3413083,102.3413083,-6.72666667,197.95594993,90.0,2.0,6.0,2.0,15.0,163.52097124,113.04875616,84.11829462,56.12069374,88.25852581,1.51171919,3.0,3.0,1.0,0.0,98.2,-0.67266667,0.0,0.0,0.0,0.002,0.024,0.03,0.944,1.0
01 07 08 09 12 18 34,102.21718895,102.21718895,-6.48666667,197.94771122,89.0,3.0,6.0,2.0,33.0,159.4962382,108.62430068,79.21510375,49.53158989,87.07155254,1.49512168,4.0,2.0,0.0,1.0,105.4,-0.64866667,0.0,0.0,0.0,0.004,0.018,0.023,0.955,1.0
01 09 12 18 19 29 34,102.69275547,102.69275547,-7.64333333,197.74217761,122.0,4.0,4.0,1.0,33.0,158.76518861,106.89908184,76.63766302,47.12608521,79.69921844,1.4909723,2.0,2.0,1.0,2.0,70.7,-0.76433333,0.0,0.0,0.0,0.001,0.019,0.024,0.956,1.0
01 06 07 09 12 17 34,102.38657295,102.38657295,-7.09333333,197.67981257,86.0,4.0,6.0,1.0,33.0,158.39087523,109.34727577,80.87312218,53.59401496,85.05072951,1.44532915,4.0,2.0,0.0,1.0,87.2,-0.70933333,0.0,0.0,0.0,0.002,0.019,0.028,0.951,1.0
07 09 12 15 26 34 36,102.46605626,102.46605626,-7.32333333,197.60877918,139.0,3.0,4.0,0.0,29.0,155.87886317,105.0692464,75.98663634,47.35192317,83.29368741,1.48682292,2.0,2.0,1.0,2.0,80.3,-0.73233333,0.0,0.0,0.0,0.001,0.021,0.03,0.948,1.0
01 06 07 09 12 26 35,102.2110173,102.2110173,-6.83333333,197.58870126,96.0,4.0,5.0,1.0,34.0,155.91286729,108.07029141,80.96378916,54.0827869,91.46870674,1.40798475,4.0,1.0,1.0,1.0,95.0,-0.68333333,0.0,0.0,0.0,0.002,0.02,0.034,0.944,1.0
01 07 09 12 18 29 34,102.06137932,102.06137932,-6.59666667,197.52609197,110.0,4.0,5.0,0.0,33.0,160.4244445,108.5648055,78.25252021,47.98312615,89.10011671,1.50342043,3.0,2.0,0.0,2.0,102.1,-0.65966667,0.0,0.0,0.0,0.001,0.027,0.041,0.931,1.0
01 08 09 12 18 22 34,102.35838051,102.35838051,-7.23333333,197.48342769,104.0,2.0,5.0,1.0,33.0,164.91241687,113.43242587,83.78452622,54.27610762,92.06270631,1.50756981,3.0,2.0,1.0,1.0,83.0,-0.72333333,0.0,0.0,0.0,0.002,0.02,0.022,0.956,1.0
01 06 07 09 12 18 36,102.25460856,102.25460856,-7.1,197.40921712,89.0,3.0,6.0,1.0,35.0,157.91016633,109.57676631,81.56594149,54.02235328,82.0072131,1.44117977,4.0,2.0,0.0,1.0,87.0,-0.71,0.0,0.0,0.0,0.002,0.015,0.035,0.948,1.0
01 07 09 12 13 22 29,102.48361839,102.48361839,-7.57333333,197.39390345,93.0,5.0,5.0,1.0,28.0,163.17460687,112.4972012,83.34053685,55.52169686,92.52060994,1.51586857,3.0,2.0,1.0,1.0,72.8,-0.75733333,0.0,0.0,0.0,0.0,0.021,0.035,0.944,1.0
08 12 15 18 22 29 34,102.03755328,102.03755328,-6.70666667,197.36843989,138.0,2.0,4.0,0.0,26.0,161.99633293,109.37035286,79.27045462,50.02291936,87.27007228,1.52001794,1.0,3.0,1.0,2.0,98.8,-0.67066667,0.0,0.0,0.0,0.002,0.021,0.036,0.941,1.0
08 09 12 15 19 29 36,101.70606458,101.70606458,-6.05,197.36212916,128.0,4.0,4.0,1.0,28.0,155.93648108,105.43237402,76.67164806,48.99902602,70.64850252,1.49512168,2.0,2.0,1.0,2.0,118.5,-0.605,0.0,0.0,0.0,0.003,0.03,0.027,0.94,1.0
01 06 07 09 10 22 36,102.68640852,102.68640852,-8.09666667,197.27615038,91.0,3.0,5.0,2.0,35.0,157.19891887,109.89014605,83.1645696,57.74555849,80.94935787,1.40798475,4.0,1.0,1.0,1.0,57.1,-0.80966667,0.0,0.0,0.0,0.001,0.012,0.023,0.964,1.0
02 07 08 15 17 28 29,90.70967237,90.70967237,15.81666667,197.23601141,106.0,4.0,5.0,2.0,27.0,143.28269498,95.59499197,68.59427014,44.31482243,63.66414494,1.40798475,3.0,2.0,0.0,2.0,774.5,1.58166667,0.0,0.0,0.001,0.001,0.02,0.026,0.952,1.0
01 06 07 09 12 33 34,102.39227,102.39227,-7.55666667,197.22787333,102.0,4.0,5.0,2.0,33.0,157.47840962,109.10432879,80.89975322,52.89783544,89.47541405,1.42873164,4.0,1.0,0.0,2.0,73.3,-0.75566667,0.0,0.0,0.0,0.001,0.016,0.032,0.951,1.0
01 06 07 09 12 34 36,102.53676562,102.53676562,-7.86333333,197.2101979,105.0,3.0,5.0,1.0,35.0,158.24563334,109.47723146,81.10513758,52.70538216,86.33772036,1.44947852,4.0,1.0,0.0,2.0,64.1,-0.78633333,0.0,0.0,0.0,0.001,0.017,0.021,0.961,1.0
01 06 07 09 10 22 35,102.76531647,102.76531647,-8.33333333,197.1972996,90.0,4.0,5.0,2.0,34.0,157.11599418,109.72799586,83.13575984,57.79247494,85.38437791,1.38723786,4.0,1.0,1.0,1.0,50.0,-0.83333333,0.0,0.0,0.0,0.0,0.015,0.023,0.962,1.0
07 08 09 12 18 29 34,102.15405707,102.15405707,-7.17333333,197.13478081,117.0,3.0,5.0,2.0,27.0,160.46163901,108.3927576,78.20103167,48.13730652,87.31491321,1.52001794,3.0,2.0,0.0,2.0,84.8,-0.71733333,0.0,0.0,0.0,0.0,0.026,0.038,0.936,1.0
09 12 13 18 29 34 36,102.20317977,102.20317977,-7.28666667,197.11969287,151.0,3.0,4.0,1.0,27.0,158.07797059,105.99313109,75.65276752,46.83274892,77.97288894,1.50342043,1.0,3.0,0.0,3.0,81.4,-0.72866667,0.0,0.0,0.0,0.0,0.023,0.04,0.937,1.0
07 08 09 12 18 29 36,102.11448361,102.11448361,-7.11,197.11896722,119.0,3.0,5.0,2.0,29.0,159.00488654,108.35896879,79.12560854,50.34365839,83.52676157,1.50756981,3.0,2.0,0.0,2.0,86.7,-0.711,0.0,0.0,0.0,0.001,0.024,0.031,0.944,1.0
01 06 07 09 12 26 29,102.52910995,102.52910995,-7.95333333,197.10488656,90.0,4.0,5.0,1.0,28.0,157.65016382,108.62851353,80.68039539,52.97260274,89.1731603,1.44532915,4.0,1.0,1.0,1.0,61.4,-0.79533333,0.0,0.0,0.0,0.0,0.018,0.029,0.953,1.0
01 06 07 08 18 22 35,102.6341432,102.6341432,-8.17,197.09828641,97.0,3.0,5.0,2.0,34.0,156.23660683,108.30973602,81.47381054,56.29564271,88.3621496,1.4162835,4.0,1.0,1.0,1.0,54.9,-0.817,0.0,0.0,0.0,0.001,0.013,0.019,0.967,1.0
07 08 12 17 20 29 34,102.12698947,102.12698947,-7.20333333,197.05064561,127.0,3.0,4.0,1.0,27.0,155.06860374,104.81342365,75.62474381,47.86859448,82.96860765,1.47437479,2.0,2.0,1.0,2.0,83.9,-0.72033333,0.0,0.0,0.0,0.001,0.023,0.03,0.946,1.0
01 06 07 08 17 22 29,102.37706269,102.37706269,-7.71666667,197.03745871,90.0,4.0,5.0,2.0,28.0,156.99785979,108.60467879,81.42217433,56.96347211,79.7589338,1.44532915,4.0,1.0,1.0,1.0,68.5,-0.77166667,0.0,0.0,0.0,0.001,0.02,0.02,0.959,1.0
01 06 07 09 12 33 36,102.22909142,102.22909142,-7.47333333,196.98484951,104.0,4.0,5.0,1.0,35.0,156.02165715,109.07053999,81.82433009,55.10418732,84.65721977,1.4162835,4.0,1.0,0.0,2.0,75.8,-0.74733333,0.0,0.0,0.0,0.002,0.016,0.022,0.96,1.0
09 13 14 15 19 22 34,101.73775826,101.73775826,-6.53333333,196.94218318,126.0,4.0,4.0,2.0,25.0,155.38629145,104.09073375,75.1054927,49.74374382,77.11245358,1.48682292,1.0,3.0,2.0,1.0,104.0,-0.65333333,0.0,0.0,0.0,0.002,0.02,0.043,0.935,1.0
01 06 07 09 12 26 34,102.21763802,102.21763802,-7.49666667,196.93860938,95.0,3.0,5.0,1.0,33.0,157.45254445,108.26623041,80.06802205,51.82951857,91.20479847,1.44117977,4.0,1.0,1.0,1.0,75.1,-0.74966667,0.0,0.0,0.0,0.001,0.022,0.023,0.954,1.0
07 09 12 14 19 34 36,102.21045781,102.21045781,-7.49666667,196.92424895,131.0,3.0,4.0,0.0,29.0,156.05483814,106.01980536,76.82283103,48.71696792,75.16622232,1.48682292,2.0,2.0,1.0,2.0,75.1,-0.74966667,0.0,0.0,0.0,0.001,0.017,0.032,0.95,1.0
01 06 07 09 10 22 34,102.33903091,102.33903091,-7.76666667,196.91139515,89.0,3.0,5.0,2.0,33.0,158.65567133,109.92393486,82.23999273,55.53920661,81.51291724,1.42043288,4.0,1.0,1.0,1.0,67.0,-0.77666667,0.0,0.0,0.0,0.0,0.02,0.031,0.949,1.0
01 06 07 09 12 18 33,101.91138568,101.91138568,-6.97,196.85277136,86.0,4.0,6.0,1.0,32.0,157.14294262,109.20386364,81.36055713,54.21480656,83.4888463,1.42043288,4.0,2.0,0.0,1.0,90.9,-0.697,0.0,0.0,0.0,0.001,0.023,0.037,0.939,1.0
01 06 07 09 12 26 36,102.05232145,102.05232145,-7.26333333,196.84130957,97.0,3.0,5.0,1.0,35.0,155.99579198,108.2324416,80.99259892,54.03587045,86.36878755,1.42873164,4.0,1.0,1.0,1.0,82.1,-0.72633333,0.0,0.0,0.0,0.001,0.017,0.039,0.943,1.0
01 06 07 08 14 22 35,102.4088691,102.4088691,-7.98666667,196.83107153,93.0,3.0,5.0,2.0,34.0,155.08483699,107.83642528,81.53457935,56.89543243,87.72780411,1.40798475,4.0,1.0,1.0,1.0,60.4,-0.79866667,0.0,0.0,0.0,0.0,0.018,0.028,0.954,1.0
01 06 07 09 12 26 33,102.07755481,102.07755481,-7.33,196.82510962,94.0,4.0,5.0,1.0,32.0,155.22856826,107.85953893,80.78721456,54.22832372,90.92088939,1.40798475,4.0,1.0,1.0,1.0,80.1,-0.733,0.0,0.0,0.0,0.001,0.022,0.028,0.949,1.0
01 06 07 09 10 22 33,102.36499674,102.36499674,-7.93,196.79999348,88.0,4.0,5.0,2.0,32.0,156.43169515,109.51724338,82.95918524,57.93801177,82.61275019,1.38723786,4.0,1.0,1.0,1.0,62.1,-0.793,0.0,0.0,0.0,0.001,0.012,0.028,0.959,1.0
01 06 07 09 12 16 34,102.16246489,102.16246489,-7.53,196.79492979,85.0,3.0,6.0,1.0,33.0,156.58204589,108.65550483,80.91485464,53.45066437,90.30883029,1.41213413,4.0,2.0,0.0,1.0,74.1,-0.753,0.0,0.0,0.0,0.001,0.017,0.031,0.951,1.0
01 06 07 09 12 18 34,102.39735064,102.39735064,-8.06,196.73470128,87.0,3.0,6.0,1.0,33.0,159.3669188,109.61055511,80.64136462,51.8160014,86.65510327,1.4536279,4.0,2.0,0.0,1.0,58.2,-0.806,0.0,0.0,0.0,0.0,0.019,0.024,0.957,1.0
01 06 07 09 12 35 36,102.26683888,102.26683888,-7.85333333,196.68034443,106.0,4.0,5.0,2.0,35.0,156.70595618,109.28129247,82.00090469,54.95865049,84.4074119,1.4162835,4.0,1.0,0.0,2.0,64.4,-0.78533333,0.0,0.0,0.0,0.0,0.018,0.032,0.95,1.0
01 06 07 09 12 19 36,101.82935178,101.82935178,-7.03,196.62870356,90.0,4.0,5.0,1.0,35.0,155.91438723,108.39544019,80.9289215,54.31353405,82.45788934,1.43703039,4.0,1.0,1.0,1.0,89.1,-0.703,0.0,0.0,0.0,0.001,0.022,0.037,0.94,1.0
01 06 07 09 12 14 36,102.14048854,102.14048854,-7.70333333,196.57764374,85.0,3.0,6.0,1.0,35.0,156.75839649,109.10345557,81.6267103,54.622143,82.29915161,1.43288101,4.0,2.0,0.0,1.0,68.9,-0.77033333,0.0,0.0,0.0,0.001,0.018,0.024,0.957,1.0
01 06 07 08 18 22 33,101.81281639,101.81281639,-7.07,196.55563279,95.0,3.0,5.0,2.0,32.0,155.5523078,108.09898354,81.29723594,56.44117954,82.08212957,1.4162835,4.0,1.0,1.0,1.0,87.9,-0.707,0.0,0.0,0.0,0.003,0.013,0.027,0.957,1.0
07 12 18 22 26 29 34,102.00312093,102.00312093,-7.48,196.52624187,148.0,2.0,3.0,0.0,27.0,161.54970486,109.44905335,79.39989955,50.29767287,87.4747031,1.51171919,1.0,2.0,2.0,2.0,75.6,-0.748,0.0,0.0,0.0,0.0,0.022,0.036,0.942,1.0
01 06 07 09 12 16 36,101.89791718,101.89791718,-7.31,196.48583437,87.0,3.0,6.0,1.0,35.0,155.12529343,108.62171603,81.83943152,55.65701624,84.64589324,1.39968599,4.0,2.0,0.0,1.0,80.7,-0.731,0.0,0.0,0.0,0.001,0.019,0.034,0.946,1.0
01 06 07 08 16 22 29,101.71551193,101.71551193,-6.94666667,196.4843572,89.0,3.0,5.0,2.0,28.0,155.18903046,107.91290785,81.4639068,56.82012152,81.37167876,1.41213413,4.0,1.0,1.0,1.0,91.6,-0.69466667,0.0,0.0,0.0,0.002,0.017,0.036,0.945,1.0
01 06 07 08 17 22 35,102.3270039,102.3270039,-8.2,196.4540078,96.0,4.0,5.0,2.0,34.0,155.26056326,108.04645668,81.70556809,58.07365626,84.28809573,1.40798475,4.0,1.0,1.0,1.0,54.0,-0.82,0.0,0.0,0.0,0.0,0.02,0.018,0.962,1.0
01 06 07 08 17 22 34,101.94521947,101.94521947,-7.47666667,196.41377228,95.0,3.0,5.0,2.0,33.0,156.80024042,108.24239568,80.80980098,55.82038794,80.78747785,1.44117977,4.0,1.0,1.0,1.0,75.7,-0.74766667,0.0,0.0,0.0,0.001,0.019,0.029,0.951,1.0
01 06 07 08 17 22 36,102.22416534,102.22416534,-8.07666667,196.371664,97.0,3.0,5.0,2.0,35.0,155.34348795,108.20860687,81.73437786,58.02673981,79.65365389,1.42873164,4.0,1.0,1.0,1.0,57.7,-0.80766667,0.0,0.0,0.0,0.001,0.014,0.02,0.965,1.0
01 07 09 15 18 22 34,102.10511472,102.10511472,-7.84666667,196.36356278,106.0,4.0,5.0,0.0,33.0,159.75902884,108.18372137,78.74526952,50.89253132,85.76605986,1.49512168,3.0,2.0,1.0,1.0,64.6,-0.78466667,0.0,0.0,0.0,0.0,0.022,0.025,0.953,1.0
08 12 13 18 22 29 34,101.38708657,101.38708657,-6.42,196.35417313,136.0,2.0,4.0,1.0,26.0,161.41145642,109.17156211,79.18951098,50.83937093,81.07154369,1.52001794,1.0,3.0,1.0,2.0,107.4,-0.642,0.0,0.0,0.0,0.002,0.028,0.032,0.938,1.0
12 13 15 17 18 22 34,100.8952295,100.8952295,-5.43666667,196.35379234,131.0,3.0,5.0,2.0,22.0,158.88829682,107.06241992,77.31644283,50.92910321,80.93549682,1.49512168,0.0,5.0,1.0,1.0,136.9,-0.54366667,0.0,0.0,0.0,0.005,0.023,0.033,0.939,1.0
09 12 13 17 26 29 34,101.33132654,101.33132654,-6.34,196.32265307,140.0,4.0,4.0,1.0,25.0,156.30883813,104.5188507,74.84740954,47.73489888,76.71936041,1.48682292,1.0,3.0,1.0,2.0,109.8,-0.634,0.0,0.0,0.0,0.004,0.016,0.031,0.949,1.0
07 08 12 18 19 29 34,101.72258888,101.72258888,-7.15666667,196.2885111,127.0,3.0,4.0,2.0,27.0,155.99352473,104.64177267,74.90311545,46.05717383,79.63769524,1.50342043,2.0,2.0,1.0,2.0,85.3,-0.71566667,0.0,0.0,0.0,0.001,0.021,0.035,0.943,1.0
01 06 07 09 12 19 34,101.64844141,101.64844141,-7.05333333,196.24354949,88.0,4.0,5.0,1.0,33.0,157.3711397,108.42922899,80.00434463,52.10718218,84.40867572,1.44947852,4.0,1.0,1.0,1.0,88.4,-0.70533333,0.0,0.0,0.0,0.002,0.023,0.022,0.953,1.0
01 06 07 08 14 22 33,101.93653363,101.93653363,-7.85666667,196.01640058,91.0,3.0,5.0,2.0,32.0,154.40053796,107.6256728,81.35800475,57.04096926,84.35604519,1.40798475,4.0,1.0,1.0,1.0,64.3,-0.78566667,0.0,0.0,0.0,0.001,0.011,0.032,0.956,1.0
01 06 07 09 12 20 34,101.7494803,101.7494803,-7.51333333,195.98562726,89.0,3.0,5.0,1.0,33.0,157.42226227,108.86415931,80.49421543,52.14058928,86.72613362,1.42873164,4.0,1.0,1.0,1.0,74.6,-0.75133333,0.0,0.0,0.0,0.002,0.012,0.028,0.958,1.0
06 13 14 18 22 29 35,101.6685273,101.6685273,-7.43666667,195.90038792,137.0,3.0,4.0,1.0,29.0,154.78785484,105.33857934,77.50847016,53.3072107,74.055543,1.42043288,1.0,3.0,1.0,2.0,76.9,-0.74366667,0.0,0.0,0.0,0.001,0.018,0.032,0.949,1.0
07 08 09 14 15 22 29,101.49725648,101.49725648,-7.10333333,195.89117962,104.0,4.0,5.0,3.0,22.0,158.84207288,107.90064584,79.36692314,52.78958558,87.25875755,1.50756981,3.0,2.0,1.0,1.0,86.9,-0.71033333,0.0,0.0,0.0,0.001,0.023,0.033,0.943,1.0
01 07 09 15 22 29 34,101.50408901,101.50408901,-7.13666667,195.87151136,117.0,5.0,4.0,0.0,33.0,160.29211522,108.44646964,78.89683896,50.71864438,86.44280649,1.50756981,3.0,1.0,1.0,2.0,85.9,-0.71366667,0.0,0.0,0.0,0.001,0.023,0.032,0.944,1.0
06 08 12 15 19 22 36,101.60076137,101.60076137,-7.38333333,195.81818942,118.0,2.0,4.0,0.0,30.0,157.48627566,109.20098755,81.94685591,56.35332725,78.9214752,1.4536279,2.0,2.0,2.0,1.0,78.5,-0.73833333,0.0,0.0,0.0,0.001,0.015,0.039,0.945,1.0
01 06 07 08 17 22 33,101.80788485,101.80788485,-7.85333333,195.76243638,94.0,4.0,5.0,2.0,32.0,154.57626423,107.8357042,81.52899349,58.21919309,80.52647373,1.40798475,4.0,1.0,1.0,1.0,64.4,-0.78533333,0.0,0.0,0.0,0.0,0.018,0.032,0.95,1.0
01 06 07 09 12 16 35,101.93609969,101.93609969,-8.12,195.75219939,86.0,4.0,6.0,1.0,34.0,155.04236874,108.45956584,81.81062175,55.70393269,88.74153463,1.37893911,4.0,2.0,0.0,1.0,56.4,-0.812,0.0,0.0,0.0,0.0,0.018,0.024,0.958,1.0
01 06 07 08 15 22 29,101.60272825,101.60272825,-7.46666667,195.73878983,88.0,4.0,5.0,2.0,28.0,156.56475379,107.60708701,80.35131348,54.69786713,80.00830553,1.4536279,4.0,1.0,1.0,1.0,76.0,-0.74666667,0.0,0.0,0.0,0.002,0.01,0.033,0.955,1.0
01 06 07 08 12 22 34,101.65648943,101.65648943,-7.61666667,195.6963122,90.0,2.0,5.0,2.0,33.0,161.57911916,112.65566248,84.64188104,56.71200417,88.9015169,1.46607603,4.0,1.0,1.0,1.0,71.5,-0.76166667,0.0,0.0,0.0,0.001,0.02,0.023,0.956,1.0
07 09 12 17 18 29 34,101.00945762,101.00945762,-6.33666667,195.68224858,126.0,4.0,5.0,1.0,27.0,159.88071536,107.80723481,77.31863624,48.54074328,82.23704162,1.50756981,2.0,3.0,0.0,2.0,109.9,-0.63366667,0.0,0.0,0.0,0.003,0.013,0.049,0.935,1.0
07 09 12 13 17 22 29,101.65184267,101.65184267,-7.63333333,195.670352,109.0,5.0,5.0,1.0,22.0,162.63087773,111.7396305,82.40665289,56.07931399,87.49208463,1.52001794,2.0,3.0,1.0,1.0,71.0,-0.76333333,0.0,0.0,0.0,0.0,0.02,0.035,0.945,1.0
06 07 09 12 13 29 34,101.5947976,101.5947976,-7.53666667,195.65292853,110.0,4.0,5.0,2.0,28.0,158.33829353,107.91935016,78.7072456,50.75057818,85.14624731,1.47852417,3.0,2.0,0.0,2.0,73.9,-0.75366667,0.0,0.0,0.0,0.001,0.018,0.029,0.952,1.0
06 07 09 12 13 18 29,101.45349833,101.45349833,-7.29333333,195.61366333,94.0,4.0,6.0,2.0,23.0,158.00282652,108.01888501,79.16804952,52.0675493,81.98955497,1.47022541,3.0,3.0,0.0,1.0,81.2,-0.72933333,0.0,0.0,0.0,0.0,0.029,0.029,0.942,1.0
01 06 07 09 12 15 36,101.40478575,101.40478575,-7.19666667,195.61290483,86.0,4.0,6.0,1.0,35.0,156.50101677,108.31589519,80.7268382,53.53476185,80.11295543,1.44117977,4.0,2.0,0.0,1.0,84.1,-0.71966667,0.0,0.0,0.0,0.001,0.022,0.032,0.945,1.0
07 08 09 12 15 18 29,101.08536433,101.08536433,-6.58333333,195.58739533,98.0,4.0,6.0,2.0,22.0,158.71702244,107.23142133,77.82273228,48.96668621,81.61754103,1.51171919,3.0,3.0,0.0,1.0,102.5,-0.65833333,0.0,0.0,0.0,0.003,0.025,0.02,0.952,1.0
01 06 07 08 13 22 35,101.412175,101.412175,-7.28666667,195.53768334,92.0,4.0,5.0,2.0,34.0,154.24258075,106.85007415,80.55376361,56.62450286,82.58870771,1.4162835,4.0,1.0,1.0,1.0,81.4,-0.72866667,0.0,0.0,0.0,0.002,0.018,0.024,0.956,1.0
01 06 07 08 15 22 34,101.51470681,101.51470681,-7.51,195.51941362,93.0,3.0,5.0,2.0,33.0,156.36713442,107.2448039,79.73894013,53.55478296,83.90203108,1.44947852,4.0,1.0,1.0,1.0,74.7,-0.751,0.0,0.0,0.0,0.001,0.019,0.028,0.952,1.0
01 06 07 08 12 22 36,101.37237815,101.37237815,-7.25333333,195.49142296,92.0,2.0,5.0,2.0,35.0,160.1223667,112.62187367,85.56645791,58.91835605,83.07555005,1.4536279,4.0,1.0,1.0,1.0,82.4,-0.72533333,0.0,0.0,0.0,0.002,0.018,0.025,0.955,1.0
07 08 09 12 15 29 34,101.08938048,101.08938048,-6.82333333,195.35542763,114.0,4.0,5.0,2.0,27.0,159.05248944,107.13188648,77.36192837,47.64971509,83.63020738,1.52001794,3.0,2.0,0.0,2.0,95.3,-0.68233333,0.0,0.0,0.0,0.001,0.026,0.036,0.937,1.0
08 12 13 15 18 19 22,100.79132658,100.79132658,-6.29333333,195.28931982,107.0,3.0,5.0,2.0,14.0,157.13797436,106.56615144,78.02262218,52.13381834,77.62446624,1.49512168,1.0,4.0,2.0,0.0,111.2,-0.62933333,0.0,0.0,0.0,0.002,0.029,0.034,0.935,1.0
01 06 07 08 13 22 29,101.52418934,101.52418934,-7.84666667,195.20171202,86.0,4.0,5.0,2.0,28.0,155.97987728,107.40829626,80.27036984,55.5143187,78.57584202,1.4536279,4.0,1.0,1.0,1.0,64.6,-0.78466667,0.0,0.0,0.0,0.0,0.017,0.034,0.949,1.0
01 06 07 09 12 20 36,101.40385571,101.40385571,-7.61333333,195.19437808,91.0,3.0,5.0,1.0,35.0,155.9655098,108.83037051,81.4187923,54.34694115,80.38755588,1.4162835,4.0,1.0,1.0,1.0,71.6,-0.76133333,0.0,0.0,0.0,0.002,0.012,0.025,0.961,1.0
01 06 07 08 17 22 26,100.955703,100.955703,-6.73666667,195.17473933,87.0,3.0,5.0,2.0,25.0,154.55039906,106.99760582,80.69726232,57.15087622,76.60960915,1.42043288,4.0,1.0,2.0,0.0,97.9,-0.67366667,0.0,0.0,0.0,0.001,0.028,0.035,0.936,1.0
01 06 07 09 12 20 35,101.39898071,101.39898071,-7.64,195.15796142,90.0,4.0,5.0,1.0,34.0,155.88258512,108.66822032,81.38998254,54.3938576,84.1243847,1.39553662,4.0,1.0,1.0,1.0,70.8,-0.764,0.0,0.0,0.0,0.0,0.021,0.033,0.946,1.0
01 06 07 08 16 22 33,101.18612419,101.18612419,-7.24666667,195.12558171,93.0,3.0,5.0,2.0,32.0,152.7674349,107.14393326,81.57072596,58.0758425,82.47080278,1.37478973,4.0,1.0,1.0,1.0,82.6,-0.72466667,0.0,0.0,0.0,0.002,0.017,0.027,0.954,1.0
07 09 12 13 18 29 34,100.43616416,100.43616416,-5.78333333,195.08899499,122.0,4.0,5.0,1.0,27.0,158.86273285,106.61085227,76.16683176,47.09158987,83.38378222,1.51586857,2.0,3.0,0.0,2.0,126.5,-0.57833333,0.0,0.0,0.0,0.003,0.03,0.035,0.932,1.0
