created_at,iteration,genome_id,roi_percent,profit,high_grade_hit_count,max_main_match,best_roi_percent,best_profit
2026-06-24T04:46:32.733186+00:00,26,g026_0026_2599,20.804,-738900,6,5,62.755,-347500
2026-06-24T04:51:32.282210+00:00,27,g027_0027_9746,18.596,-759500,2,5,62.755,-347500
2026-06-24T04:54:29.550869+00:00,28,g028_0028_2449,22.326,-724700,8,5,62.755,-347500
2026-06-24T04:55:26.922656+00:00,29,g029_0029_3477,19.078,-755000,4,5,62.755,-347500
2026-06-24T05:00:25.520991+00:00,30,g030_0030_8480,18.596,-759500,4,5,62.755,-347500
2026-06-24T05:02:07.981511+00:00,31,g031_0031_7489,60.986,-364000,4,6,62.755,-347500
2026-06-24T05:03:05.088188+00:00,32,g032_0032_3106,21.597,-731500,6,5,62.755,-347500
2026-06-24T05:08:03.553522+00:00,33,g033_0033_3547,62.036,-354200,6,6,62.755,-347500
2026-06-24T05:13:02.631799+00:00,34,g034_0034_7946,19.078,-755000,3,5,62.755,-347500
2026-06-24T05:18:02.718950+00:00,35,g035_0035_8012,19.904,-747300,4,5,62.755,-347500
2026-06-24T05:19:45.177149+00:00,36,g036_0036_5247,19.732,-748900,3,5,62.755,-347500
2026-06-24T05:21:28.031327+00:00,37,g037_0037_6478,18.896,-756700,4,5,62.755,-347500
2026-06-24T05:26:25.989559+00:00,38,g038_0038_3404,19.453,-751500,3,5,62.755,-347500
2026-06-24T05:28:08.799136+00:00,39,g039_0039_5307,16.924,-775100,2,5,62.755,-347500
2026-06-24T05:29:05.815651+00:00,40,g040_0040_6726,23.183,-716700,7,5,62.755,-347500
2026-06-24T05:32:03.551001+00:00,41,g041_0041_3709,19.389,-752100,3,5,62.755,-347500
2026-06-24T05:40:06.923686+00:00,42,g042_0042_8820,20.718,-739700,5,5,62.755,-347500
2026-06-24T05:43:04.882505+00:00,43,g043_0043_6411,19.936,-747000,4,5,62.755,-347500
2026-06-24T05:46:02.384025+00:00,44,g044_0044_5783,19.904,-747300,5,5,62.755,-347500
2026-06-24T05:54:08.211298+00:00,45,g045_0045_1324,18.307,-762200,3,5,62.755,-347500
